job_id,company_name,title,description,max_salary,pay_period,location,company_id,views,med_salary,min_salary,formatted_work_type,applies,original_listed_time,remote_allowed,job_posting_url,application_url,application_type,expiry,closed_time,formatted_experience_level,skills_desc,listed_time,posting_domain,sponsored,work_type,currency,compensation_type,normalized_salary,zip_code,fips
83789755,OsteoStrong,Osteogenic Loading Coach,"Company DescriptionOsteoStrong® is not a gym, diet, supplement, pharmaceutical, or a medical treatment. OsteoStrong® is a unique place where you can go to improve your overall health by focusing on the one thing we all have in common: a skeletal system.The skeletal system is the foundation for your body and provides more than just strength and protection. It is arguably one of the most critical systems of the human body, and by implementing a strategy to care for and strengthen it, many experience the following results:
• Improved bone density• Improved posture• Improved balance• Improved athletic performance• Less joint and back pain
OsteoStrong® works for people at all ages and levels of activity to promote skeletal strength which impacts the entire body in many ways using a process known as Osteogenic Loading. Sessions are quick, painless, and results are measurable and happen quickly. There are a few things to know prior to coming in your first time so that you can make the best of the experience. Job DescriptionAre you passionate about empowering others? We mainly work with women over 50, to help rebuild lost bone density so they can age with strength and grace. Join our fun team at OsteoStrong as a coach! We are specifically focused on building bone density, fracture prevention, and strength and balance improvement. We are one of the fastest-growing wellness franchises in the world and are committed to helping others live healthier, more fulfilling lives. What we do allows people to continue to do the things that bring them joy! Are you looking for three day weekends virtually every week? We're open Monday through Thursday and do not expect 40 hours from you.
Responsibilities:Instruct/coach members daily on our four osteogenic loading devices. The osteogenic loading devices help members effectively load their own skeletal system safely. The result is significantly increasing bone density at a rate of 7-14% in 1 year, thereby reducing the risk of fractures, while improving overall strength, stamina and balance. Educate clients on proper form and technique (Don't worry; we'll train you how to do this!) to prevent injuries and maximize effectiveness of their weekly sessions.Assist members with our other ""Bio Hack"" therapies: red light therapy, PEMI (pulsed electromagnetic induction therapy), compression boots, hydromassage, and vibration therapy. Be friendly because our members expect results and we deliver; but what matters most is how you make them feel today!Learn about bone health, osteoporosis, and fracture prevention, etc. Communicate clearly with kindness via phone, text, and email.Help ensure a fun, supportive, and energizing experience for our members, delivering exceptional customer service at all times.Use computers for administration, and member communication. Requirements:A bachelor's degree in exercise science, kinesiology, sports science, or a related field preferred but not required. Experience in the health field is a plus.Relevant certifications such as Certified Personal Trainer (CPT), Certified Strength and Conditioning Specialist (CSCS), or equivalent, with a focus on senior fitness is highly desirable.Previous experience in coaching, personal training, or wellness helps.Strong interest in helping others, and predominantly an aging population to live better lives.Excellent communication and interpersonal skills, with the ability to build rapport and motivate individuals of diverse backgrounds and fitness levels.Empathetic and compassionate approach, with the ability to create a supportive environment for members.Strong organizational skills and attention to detail, ensuring accurate documentation, record-keeping, and communication.Ability to work independently as well as collaboratively within a team.
Benefits:Osteogenic Loading equipment for yourself and a significant other. Free access to all our modalities! Red light Therapy, Hydromassage, Pulse Electromagnetic therapy (PEMI Mat), Normatec Compression therapy, vibration therapy, and X3 (variable resistance training program) 
Experience:Customer service: 1 year (Preferred)Health, Fitness, or Medical: 1 year (Preferred)
Interested applicants should email a cover letter with resume to anchoragemidtown@osteostrong.me OsteoStrong is an equal opportunity employer.",,,"Anchorage, AK",3810432.0,4.0,,,Full-time,,1713466434000.0,,https://www.linkedin.com/jobs/view/83789755/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716058434000.0,,,,1713466434000.0,,0,FULL_TIME,,,,99501,02020
95428182,CLEVELAND KIDS BOOK BANK,Administrative Coordinator,"Job Title: Administrative CoordinatorOrganization: Cleveland Kids’ Book BankLocation: MidTown Cleveland WarehousePosition Type: F/T 40 hours per weekHourly Rate: $25Schedule: Monday – Friday 9:00 am – 5:00 pmReports to: Executive DirectorSupervises: NoneDescription:The Cleveland Kids’ Book Bank seeks an Administrative Coordinator who will play a pivotal rolein ensuring the successful operation of administrative functions within the organization. Thismultifaceted position encompasses various responsibilities, including administrative fiscalmanagement, office management and purchasing, customer relationship management (CRM /donor database) and administrative functions for HR and employee benefits.Key Responsibilities:Fiscal Coordination:Process invoices, expense reports, and vendor payments accurately and in a timely manner.Monitor accounts receivable, follow up on outstanding payments, and maintain records of transactions.Update QuickBooks software to track financial transactions, generate reports, and ensure compliance with accounting standards.Prepare and make bank deposits accurately and promptly.Manage petty cash funds and reconcile petty cash transactions.Reconcile credit card statements and ensure accuracy of transactions.○ Properly file expenses with required documentation.Resolve discrepancies and follow up on outstanding items.Perform monthly bank and account reconciliations to ensure accuracy of financial records.Investigate and resolve any discrepancies.Donor Database Management:Maintain and update donor information in the organization’s database.Complete ongoing audits and clean up of the database for accuracy.Generate reports and donor acknowledgments as needed.Human Resources and Benefits:Assist with HR duties such as onboarding paperwork, maintaining employee records, and coordinating benefits enrollment.Assist in the planning, execution, and tracking of various business and HR projects and initiatives.Process payroll accurately and in compliance with applicable laws and regulations.Maintain payroll records and address employee inquiries regarding payroll matters.Office Management:Order office and operational supplies and equipment with cost-effective procurement practices.Liaise with vendors to negotiate pricing and terms.Monitor inventory levels and order as needed.Coordinate meetings, conferences, and events, ensuring timely scheduling and distribution of relevant materials.Prepare and edit documents, reports, and presentations.Provide administrative assistance to Directors and Managers, including managing calendars, and light travel arrangements and expense reporting.Facilitate communication between departments to promote collaboration and information sharing.Provide administrative assistance to Directors and Managers, including managing calendars, and light travel arrangements and expense reporting.Qualifications:Bachelor’s degree in Business Administration, Finance, Accounting, or a related field preferred.Previous experience in administrative roles, with exposure to accounts payable/receivable, payroll processing, and financial management.Proficiency in QuickBooks and Google Suite.Experience using donor databases (Little Green Light preferred).Strong organizational and time management skills, with attention to detail.Excellent communication and interpersonal abilities.Ability to multitask and prioritize tasks effectively in a fast-paced environment.Knowledge of HR processes and benefits administration is a plus.Reports to: Executive DirectorBenefits:Competitive salary, healthcare benefits, paid time off, and professional development opportunities.Application Instructions:To apply, please submit a resume and cover letter outlining your qualifications and interest in the position to hr@kidsbookbank.org.The organization is committed to diversity, equity, and inclusion and encourages individuals fromall backgrounds to apply.Note: This position description outlines the primary duties and responsibilities of the Administrative Coordinator role. Additional tasks may be assigned based on organizationalneeds and priorities.Culture:At the Kids’ Book Bank, we are a small but mighty team dedicated to getting more books to more children and fostering a love of reading. We embrace creativity, collaboration, and respect for one another. Each team member is deeply passionate about our work, and we are always open to new approaches and partnerships.The Cleveland Kids’ Book Bank is an equal opportunity employer. We make hiring decisions without regard to race, religion, sex, national origin, ethnicity, age, disability, sexual orientation, gender identity, or medical condition.",,HOURLY,"Cleveland, OH",55624331.0,1.0,25.0,,Full-time,,1712855686000.0,,https://www.linkedin.com/jobs/view/95428182/?trk=jobs_biz_prem_srch,https://www.kidsbookbank.org/employment/,OffsiteApply,1715447686000.0,,,,1712855686000.0,,0,FULL_TIME,USD,BASE_SALARY,52000.0,44102,39035
103860943,,Customer Service / Reservationist,"Sentinel Limousine of East Providence RI is a family owned business that was established in 1987. We are seeking a Second Shift Customer Service Representative for our local office. Job Description: The Customer Service / Reservationist is responsible for booking, coordinating and securing ground transportation itineraries for our corporate and retail clients. The Reservationist will work side-by-side with management and the chauffeur staff to ensure all reservations are accurate, assigned and in accordance with the company’s policy. Essential Functions: Responds to ground transportation requests from retail and corporate clients, affiliates, travel agents, and referral networks, concerning reservations arriving by email, telephone, fax, or through a central on-line reservation system. Creates and maintains reservation records, prepares and send confirmation and promptly processes any cancellations and modifications. Knowledge, Skills and Abilities: Advanced customer service and communication skills Great telephone presence Ability to multi-task, prioritize and work efficiently with critical attention to details Ability to perform at high-level in fast past work environment Sensitivity to confidentiality Possess outstanding organizational and time management skills Knowledgeable of Rhode Island and Massachusetts roads Must be teachable Critical thinker and problem solver Duties and responsibility: Maintain complete knowledge and capabilities of fleet and associated services Knows the selling/pricing status, rates, and benefits of all packages plans Review and prepares confirmations, insuring accuracy prior to sending to clients Process reservation cancellations and modifications in a timely manner Understands the company's policy on late cancellations and no-shows Handles daily correspondence; responds to inquiries and makes reservations as needed Makes sure that files are kept up to date Maintains a clean and neat appearance and work area at all times Promotes goodwill by beings courteous, friendly, and helpful to mangers, and fellow employees Willing to undertake any reasonable request made by management in any other areas of the office",19.0,HOURLY,"Providence, RI",,3.0,,18.0,Part-time,,1713532302000.0,,https://www.linkedin.com/jobs/view/103860943/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716124302000.0,,,,1713532302000.0,,0,PART_TIME,USD,BASE_SALARY,38480.0,02903,44007
111513530,United Methodists of Greater New Jersey,"Content Writer, Communications","Application opening date: April 24, 2024
Title: Content WriterClassification: ExemptBand Description: SpecialistSupervisor: Director of Communications
Position SummaryThe Content Writer develops and disseminates impactful written content for United Methodists of EPA and GNJ, supporting our mission to recruit and equip transformational spiritual leaders to make disciples and grow vital congregations to transform the world. This is a highly collaborative role in the EPA&GNJ Communications Team.
www.gnjumc.orgwww.epaumc.org
Essential FunctionsCraft and manage engaging content across various channels, aligning with EPA&GNJ’s objectives.Maintain EPA&GNJ editorial calendar.Direct the production of the quarterly “NEWSpirit” newspaper, coordinating content, design, publication, distribution, and budget to uphold high production values and fiscal responsibility.Manage, curate, and track the weekly “Digest” e-newsletter.Regularly write editorial features that highlight local church ministries and conference initiatives.Revising others written content to ensure all-around consistency (style, fonts, images and tone)Compile and produce publications like the AC Pre-Conference Workbooks and the AC Journal.Balance and weigh written and visual content to reflect diversity, intercultural competency, and theological differences within our conferences.
Organizational ResponsibilitiesRelated communications duties such as social media assistance, photography, and representing communications team on project teams.Serve as a participant or as a project manager for projects as assigned.Assist in EPA & GNJ meetings and events.
Core CompetenciesCommitted to continuously grow in intercultural competenceBuild and maintain relationships that are rooted in honesty, integrity and honoring confidentialityWork collaboratively with others to produce innovative solutionsNetworking and initiativeMeet deadlinesAbility to convert ideas into stories, linking EPA&GNJ’s mission to action
QualificationsPortfolio of published articles (electronic and print)Excellent writing and editing skills in EnglishEvidence of collaboration with clients and within an office environmentHands-on experience with MailChimp, WordPress, SEO tools, Microsoft Suite, and social mediaFamiliarity with web publicationsPhotography skills preferred
EducationBachelor’s degree in journalism, communications, or public relations
TravelThe position requires some evening and weekend responsibilities and some travel beyond the office. The position works in a hybrid model from the EPA office in Norristown, PA and GNJ office in Neptune, NJ.
EPA & GNJ employees through their work help fulfill our mission: recruit and develop transformational leaders to make disciples and grow vital congregations to transform the world. EPA & GNJ values as an organization and in its employeesinnovation and risk takingexcellence in its ministry and servicecompassionate and just servicediversitycollaborationUnited Methodists of Eastern Pennsylvania and Greater New Jersey view all employees as leaders who are critical to the mission, capable of growth and valued.
Inquiries and resumes to be sent to jkim@gnjumc.org until position is filled.
Download the full Job Description: Content Writer-2024",,,Greater Philadelphia,4028816.0,10.0,,,Full-time,1.0,1713457320000.0,,https://www.linkedin.com/jobs/view/111513530/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716049320000.0,,,,1713457320000.0,,0,FULL_TIME,,,,,
115639136,Shannon Waltchack,Controller,"WORK @ SWShannon Waltchack (SW) is seeking a Commercial Property Manager to manage a portion of its commercial real estate portfolio. ABOUT SWAt SW, We Help People - our clients, investors and tenants - maximize value, build wealth, see the future, cultivate relationships, and make great real estate decisions. Our experienced team is rooted in our core values: Gratitude, Integrity, Drive & Innovation. We started our property management department to enhance and protect our own properties. Realizing our own success and knowing others could benefit from it, we expanded this service to include our clients and we now manage over 125 properties throughout the United States. ABOUT THE POSITIONReporting to the VP Finance & Administration (VP), the Controller will help oversee the responsibilities of the Accounting Department, specifically, the accounting operations of the real estate portfolio of Shannon Waltchack affiliates and Third-Party Owners managed by Shannon Waltchack. The Controller should relieve the VP of certain responsibilities and provide general oversight of accounting items including Accounts Receivable, Accounts Payable, reconciliations, property financials and other Property Accounting functions. The Controller will supervise staff as determined by the VP. Essential Responsibilities include, but are not limited to:· Develop, document, and implement internal controls· Lead, manage and hold accountable direct reports· Prepare, review, adjust and post Journal Entries· Treasury management, lender and bank reconciliations· Oversee Charge and Receipts for properties· Manage Check Run and ACH Payments· Prepare and approve Wires· Oversee financial statement reporting, accruals, and adjustments for properties· Compile quarterly asset management report and make investor distributions· Oversee 1099 Preparation and distribution· Oversee OPEX reconciliations· Oversee Property Contract administration and Vendor compliance· Various activities needed to support the VP, President, Partners and Investors PREFERRED QUALIFICATIONSBachelor’s degree in accounting or related discipline is preferredCertified Public Accounting (CPA) DesignationMinimum 5 years experience in real estate accountingAbility to comprehend, analyze, and interpret real estate terms, principals, and documentsHigh degree of initiative, self-direction, and attention to detailExcellent written and oral communication skillsStrong organizational and analytical skillsMust be proactive, responsive and resourcefulAbility to multi-task and work well under pressure requiredDemonstrated knowledge of Microsoft Office 365Yardi Property Management Software
",,,"Birmingham, AL",988555.0,61.0,,,Full-time,4.0,1713209850000.0,,https://www.linkedin.com/jobs/view/115639136/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1728761841000.0,,,"Strong interpersonal communication skills and strong organizational skills are a must. Must be proficient in Microsoft Word, Excel and have excellent computer skills.",1713209850000.0,,0,FULL_TIME,,,,35203,01073
117675818,Premier Family Clinic,Physician Assistant,"We are seeking a qualified Physician Assistant or Nurse Practitioner with a minimum of 1-2 years of practical experience in primary care settings. The ideal candidate will join our team in the vibrant Chamblee/Atlanta area. This position offers flexible employment options, including both part-time and full-time opportunities.
Benefits include vacation time, participation in a 401k retirement plan, and comprehensive health insurance coverage. Our clinic operates during standard business hours from 8:30 AM to 5:30 PM, Monday through Friday, with additional hours every other Saturday from 9 AM to 2 PM which can be optional. There is no on-call duty required for this position.
Compensation will be commensurate with experience. If you are a dedicated Primary Care Provider looking to join a dynamic team in the Chamblee/Atlanta area, we encourage you to apply.",,,"Atlanta, GA",4285947.0,29.0,,,Contract,1.0,1712667107000.0,,https://www.linkedin.com/jobs/view/117675818/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1728218999000.0,,,,1712667107000.0,,0,CONTRACT,,,,30303,13121
121605673,,Licensed Acupuncturist,"Why Work Here?“We’re a growing holistic health clinic with a passionate, dedicated team of supportive, down-to-earth & spiritually-minded humans.” Read our story. Position Description:Tamara TCM Acupuncture & Herbs, the leading Traditional Chinese Medicine (TCM) center in Northwest Ohio, is excited to invite applications for a dedicated, full-time Ohio Licensed Acupuncturist. As a recognized provider of holistic healthcare, we are on the lookout for a passionate practitioner who aligns with our belief in the power of TCM.As an integral part of our diverse and inclusive team, you will contribute to our comprehensive TCM services, including Acupuncture and Herbal remedies. Your role will be pivotal in our serene, supportive environment, where each team member’s contributions are recognized and celebrated.Key Responsibilities:– Conduct acupuncture consultations and administer treatments.– Develop and implement individualized treatment plans based on patient needs.– Maintain detailed patient records.– Educate patients about holistic health, preventive care, and lifestyle adjustments consistent with TCM principles.– Adhere to all professional, ethical, and legal regulations as mandated by the relevant regulatory bodies.Qualifications:– Current Acupuncture License in the state of Ohio.– Degree in Acupuncture or Traditional Chinese Medicine from an accredited institution.– Experience in a clinical setting.– Deep knowledge and understanding of TCM principles and techniques.– Excellent communication skills and commitment to exceptional customer service. Preferred Skills:– Cupping, E-Stim, Moxa, Guasha– Proven ability to work effectively within a team-oriented environment.– Strong multitasking and time management skills.– A compassionate and empathetic approach toward patients.– Comfortable with retail responsibilities and flexible availability.– Experience with iContact or other email marketing software is a plus.
What We Offer:– A serene, supportive work environment fostering professional growth.– Competitive compensation package.– Discounts on acupuncture and holistic treatments.Our ideal candidate isn’t just a licensed acupuncturist; they’re a passionate advocate for holistic healthcare and align with our mission to enhance the wellness of our community.If you’re a motivated professional with a strong belief in the power of TCM, we invite you to submit your resume and a cover letter detailing why you’d be an ideal fit for our team.We are in search of the exceptional! Join us and play a key role in the TCM revolution in Northwest Ohio.About Tamara TCM Wellness Clinic:The mission of Tamara TCM is to provide high-quality natural medicine with integrity that is safe and effective. We are committed to serving our community with compassionate care and providing education to empower and inspire people to reach their greatest potential. To apply please email your resume to operations@tamaratcm.com or call us: 419-345-4996",,,"Maumee, OH",,3.0,,,Full-time,1.0,1713471029000.0,,https://www.linkedin.com/jobs/view/121605673/?trk=jobs_biz_prem_srch,,SimpleOnsiteApply,1716063029000.0,,,,1713471029000.0,,0,FULL_TIME,,,,43537,39095
133130219,,Software Engineer,"Education Bachelor's degree in software, math, or science required Job Skills Analytical skills, group work, knowledge of intended audience, understanding of different roles",,,Los Angeles Metropolitan Area,,1.0,,,Full-time,,1713535125000.0,,https://www.linkedin.com/jobs/view/133130219/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716127125000.0,,,,1713535125000.0,,0,FULL_TIME,,,,,
134286190,,Sheet Metal Fabricator,Sheet metal fabricator for in house shopWelding & soldering skills are very helpfulInsulated shopTo form & fabricate custom metal trim/gutters/downspouts/etc for use in our construction projectsPaid weekly ,,,"Mineral Wells, TX",,3.0,,,Full-time,,1713464701000.0,,https://www.linkedin.com/jobs/view/134286190/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716056701000.0,,,Data Entry Filing Receptionist Duties Customer Service Microsoft Word Microsoft Excel Calls Phone Etiquette Answer Telephone Skills Teamwork Microsoft Office Spreadsheets Appointment Scheduling Multi Tasking Multi-line Phone Office Equipment Customer Satisfaction Organization Skills Confidentiality Telephone Reception ,1713464701000.0,,0,FULL_TIME,,,,76067,48363
136743465,,Personal Injury Attorney,"About Us: We are a small, friendly personal injury law firm located in downtown Stuart, Florida. Committed to providing excellent service and quality representation to our clients, we pride ourselves on our friendly and compassionate approach. Our team values going the extra mile for our clients, embracing innovation, maintaining positivity, being meticulous, upholding integrity, fostering a growth mindset, giving back to the community, and respecting ourselves and others.
Position Overview: Personal Injury Pre-litigation/Litigation Attorney
Responsibilities:
Case Management:Handle both pre-litigation and litigation files.Take ownership of cases from intake through closing.Ensure that all cases are managed efficiently and effectively.Client Communication:Provide outstanding customer service consistently.Keep clients informed and engaged throughout the legal process.Demonstrate compassion and understanding towards clients.Task Execution:Respond promptly to clients, adjusters, and opposing counsel.Contribute to a positive and supportive office environment.Collaborate with the team and pitch in where needed.Adherence to Core Values:Go the extra mile for our clients.Embrace innovation in legal practice and technology.Bring positivity, enthusiasm, and a great attitude to work.Demonstrate meticulousness with extreme attention to detail.Uphold integrity and ethical principles in all actions.Foster a growth mindset and openness to new ideas.Actively participate in community service and encourage others to join.Treat oneself and others with dignity and professionalism.Qualifications:Licensed Florida attorney with a focus on personal injury litigation.Proven experience in managing cases from inception to closure.Strong communication and interpersonal skills.Willingness to go above and beyond for clients and the firm.Demonstrated ability to work collaboratively in a team-oriented environment.Positive attitude, adaptability, and a commitment to excellence.Compensation:Competitive salary plus a bonus structure, along with benefits.
If you are a dedicated and experienced personal injury litigation attorney looking to join a dynamic and client-focused firm that values its team, please submit your resume, cover letter, and references to gene@zwebenlawgroup.com.We look forward to welcoming a new team member who shares our commitment to providing exceptional legal representation with a personal touch.
Job Type: Full-timePay: From $80,000.00 plus bonuses per yearBenefits:Health insurancePaid time offProfessional development assistanceWork Location: In person
",,,"Stuart, FL",,3.0,,,Full-time,,1713466969000.0,,https://www.linkedin.com/jobs/view/136743465/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716058969000.0,,,,1713466969000.0,,0,FULL_TIME,,,,34994,12085
141969940,PRM-TAIWAN,NPE 2024 Exhibition Event Worker,"NPE 2024 Exhibition Event Worker﻿Date: 2024/05/06(Mon.) - 2024/05/10(Fri.), 5daysShow Times: 9:00 – 17:00 (Last day will close at 15:00)Location: OCCC (Orange County Convention Center, 9800 International Drive, Orlando, FL 32819)Work Content: Hand out flyers, ask visitors to fill in inquiry forms(we have daily goals), and collect business cards.Number of required workers: 2-3 peopleLanguage: English(proficiency), Mandarin is a plusWage: $ 100 USD /one day(Good performance will have extra bonus)Working Hours: 08:30 a.m.- 17:00 p.m.Interview:Online interview will be on 4/19(Fri.)Pre-education program: the day before the exhibition at OCCCSince the exhibition is around the corner, please send your resume to the following email address (Please add ""Your Name - NPE 2024"" in the subject of your email).Contact Person: EvelynE-mail: service@prm-taiwan.comContact Number: +886 988 351 334NOTE:The last days will have shorter hours and fewer people will be needed as the show goes on.Times are subject to change depending on the organizer.
",,,"Orlando, FL",14560773.0,2.0,,,Part-time,,1712653698000.0,,https://www.linkedin.com/jobs/view/141969940/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715245698000.0,,,,1712653698000.0,,0,PART_TIME,,,,32801,12095
175485704,GOYT,Software Engineer,"Job Description:GOYT is seeking a skilled and motivated Remote Software Developer specializing in PHP to join our dynamic team. As a key member of our development team, you will play a crucial role in iterating and enhancing our product to drive the growth of our company.
This is an equity-based role. 
Responsibilities:Develop and maintain high-quality PHP code for our web-based application.Collaborate with the development team to design and implement new features and enhancements.Troubleshoot and debug issues to ensure optimal performance and reliability.Contribute to the technical roadmap and decision-making process to support the company's growth objectives.Stay updated on industry trends and best practices to continuously improve our product.
Requirements:Expertise in PHP development with a strong understanding of object-oriented programming principles.Experience with e-commerce platforms or projects is preferred.Proficiency in front-end technologies such as HTML, CSS, and JavaScript.Familiarity with MySQL or other relational databases.Ability to work independently and as part of a remote team.Excellent communication and collaboration skills.Passion for learning and staying updated on emerging technologies.
Benefits:Opportunity to join a fast-growing startup and contribute to its success.Equity-based compensation package.Flexible remote work arrangement.Collaborative and supportive work environment.Potential for professional growth and advancement within the company.
If you are a talented PHP developer with a passion for innovation and growth, we want to hear from you! Please submit your resume and portfolio showcasing your relevant experience to: business@goyt.com",,,"Denver, CO",76987056.0,273.0,,,Part-time,49.0,1713280645000.0,,https://www.linkedin.com/jobs/view/175485704/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715872645000.0,,,,1713280645000.0,,0,PART_TIME,,,,80202,08031
196406165,,Loan Coordinator,"Morlen Capital Advisors, a boutique commercial mortgage brokerage firm, is actively looking for an experienced Mortgage Loan Coordinator to join our growing company here in Morristown, NJ If you are motivated, have a proven ability to multi-task while remaining extremely organized, and have a hands-on approach, then, MCA may be the place for you. MCA offers a dynamic environment that fosters and encourages individual growth and rewards performance. Employees are encouraged to share their views and ideas, ultimately taking responsibility for their careers. This is an extraordinary opportunity to work with a great team in an energetic environment.
The Loan Coordinator position includes analyzing credit reports and appraisals, qualifying loans according to company or lender guidelines, and reviewing and processing commercial mortgage and investment property transactions. You will also validate loans approved, correspond with title companies and third-party vendors, and communicate with customers on loan status and loan closings.
Essential Responsibilities :Evaluates loan applications for risks and various criteria such as investor requirements, accuracy, consistency and completenessReview documents to ensure accuracy and completeness.Review assets statements to compare to required assets. Require documentation and source for any recent large depositsReview appraisal to ensure the value is supported and that the appraiser has provided a complete accurate appraisal. Review file to make sure compliance has been met; regulatory, state compliance, and federal (patriot act)Review final conditions turned in for Underwriting Final Approval within 24 hoursMaintain current and fluid knowledge of investor and agency guidelinesCommunicates effectively and engages proactively with loan originators, processors, branch managers, funders, and post-closers in regard to loan decisions, assignment of loan conditions, investor guidelines/documentation requirements, and possible loan scenariosPerforms other related duties as assigned
Job Requirements5+ years of recent Mortgage Processing Experience Ability to work in a fast paced, fluid environment and be held to minimum production standardsHigh integrity and outstanding work ethic requiredStrong computer skills; proficient in Microsoft Word, Excel and OutlookMust have proficient written and verbal communication skillsKnowledge of compliance and disclosure requirementsKnowledge of closing, post-closing & quality control responsibilities
",,,"New Jersey, United States",,2.0,,,Contract,,1713534869000.0,1.0,https://www.linkedin.com/jobs/view/196406165/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716126869000.0,,,,1713534869000.0,,0,CONTRACT,,,,,
227832999,,General Laborer,"Looking for a General Laborer for our real estate property management team. Must have a positive attitude, work with little supervision, demonstrated work history of acceptable attendance and punctuality and availability to lift 75 lbs.
As a General Laborer you will perform a wide range of duties within the company, but not limited to: lifting as much as 75 pounds alone, being on feet all day, following all required safety procedures and general clean-up around the communities. In addition, crew members are responsible for performing duties such as planting, trimming, pruning, mowing, seasonal cleanup of properties, snow removal, and other general property maintenance.Prior general labor experience is a plus.Will train individuals with the right qualities and aptitude.Applicant must be willing to work in a variety of weather conditions, able to lift 75lbs., be a hard worker, and a team player that wants to grow with a growing organization.
Responsibilities include but are not limited to:Routine apartment and general building maintenance, including but not limited to plumbing, heating, carpentry and electricalGeneral maintenance of common areasPerform preventive maintenance around the propertiesCarpentry, Plumbing, Light Electrical, Heating Systems, Drywall repair, Appliance repair and installation.Participates in building and property coverage by working evenings and weekend rotations as required.Assist in snow removalAssist with seasonal outdoor maintenance and landscaping needs ·Assist with apartment and building painting needs ·Assist with driving when necessary ·Assist with janitorial services when necessary ·Lift furniture and carry large items (often exceeding 50 pounds) up several flights of stairs ·Climb ladders at heights reaching 20 feet or more ·Completing all tasks in a timely and professional fashion ·Order/ track maintenance supplies ·Communicating facility needs and concerns in the buildingsCoordinate with Corporate FacilitiesCoordinate with on-site management staff
Qualifications:AT LEAST ONE YEAR PREVIOUS EXPERIENCE PREFERREDA working knowledge of maintenance, operation, and repair of facilities and the equipment. Must have an excellent knowledge of all pertinent Department of Public Welfare Codes, OSHA requirements, and other codes related to mechanical systems.Ability to lift and carry objects weighing over 50 pounds.Ability to work occasionally in poor weather conditions, including heat, cold, rain or snow.Good communication and interpersonal skills in order to work with clients, residents, visitors and staff having a wide range of technical and clinical expertise.Basic computer knowledge is required (word, excel, outlook etc.).On-call required on rotational basis for emergencies and after hours callsMust have valid driver's license and reliable vehicle
If you successfully meet these qualifications and are looking to work for a great company, please submit your resume.Job Type: Full-time
Pay: $18.00 - $24.00 per hour
Benefits:401(k)Paid time offSchedule:8 hour shiftMonday to FridayOn callWork Location: In person",24.0,HOURLY,"Erie, PA",,3.0,,18.0,Full-time,,1713280468000.0,,https://www.linkedin.com/jobs/view/227832999/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715872468000.0,,,,1713280468000.0,,0,FULL_TIME,USD,BASE_SALARY,43680.0,16501,42049
228003844,Harlingen Country Club,Swim Instructor,"HCC is looking to hire professional and experienced private swim instructors to teach swim lessons to our members at club pool. We supply the clients, you set your own schedule! Must have the ability to work mornings. Conduct private (1-1) and small group swim lessons. Instructor must have their CPR certification. Earn up to $30/hr. Interested parties, email your resume to Estella@harlingencc.com",,,"Harlingen, TX",4033304.0,7.0,,,Contract,,1713389686000.0,,https://www.linkedin.com/jobs/view/228003844/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715981686000.0,,,,1713389686000.0,,0,CONTRACT,,,,78550,48061
